source,metabolite,comparison,direction,log2fc,control_mean,disease_mean,p_value,fdr,priority_score
Figure6D+F raw data.xlsx:FDR,Phosphodimethylethanolamine,KO_or_PH_vs_WT_or_control,down,-0.35095136668614,5092488.93,3992851.93,0.36388620995038,0.644021821505966,0.4180179682951107
Figure6D+F raw data.xlsx:FDR,Pyroglutamine,KO_or_PH_vs_WT_or_control,down,-0.319435283691851,2626803.19,2105076.742,0.18802177723398,0.501873972692529,0.4150759090540913
Figure6D+F raw data.xlsx:FDR,glutamine,KO_or_PH_vs_WT_or_control,down,-0.319924406027194,30105488.38,24117863.58,0.202485850284768,0.515994066598504,0.411856377230022
Figure6D+F raw data.xlsx:FDR,cystathionine,KO_or_PH_vs_WT_or_control,down,-0.359231332598731,55862.764,43549.484,0.460183950085806,0.717562215176067,0.4110110942578341
Figure6D+F raw data.xlsx:FDR,Butyryl-L-carnitine,KO_or_PH_vs_WT_or_control,up,0.29639903239099,36997646.4,45435896.0,0.140893786501517,0.416307074062684,0.40920441658022716
Figure6D+F raw data.xlsx:FDR,PE(20:4/18:1),KO_or_PH_vs_WT_or_control,up,0.24500982841779,1763183.204,2089549.904,0.041320055845895,0.214452624643391,0.4088402157387113
sFig6A Raw data.xlsx,PI(34:0),PH-CD41_vs_Control-CD41,up,0.019730540924814587,1353602.7933333332,1372242.06,,,0.4022683324333791
sFig6A Raw data.xlsx,CMP-N-glycoloylneuraminate,PH-mk_vs_Control-mk,up,0.023690417471307262,120466.20333333332,122460.70333333332,,,0.40041475214311756
Figure6D+F raw data.xlsx:FDR,2-Aminooctanoic acid,KO_or_PH_vs_WT_or_control,down,-0.272510923540511,336506.298,278585.966,0.0767608146286767,0.345136858315085,0.39841332974580007
Figure6D+F raw data.xlsx:FDR,CMP-N-glycoloylneuraminate,KO_or_PH_vs_WT_or_control,down,-0.353720630772877,906504.97,709397.526,0.469783467946176,0.821909219136425,0.3838491916267913
Figure6D+F raw data.xlsx:FDR,xanthine,KO_or_PH_vs_WT_or_control,down,-0.26849499701776,4796876.85,3982295.85,0.121236963380644,0.416307074062684,0.3706804901590567
Figure6D+F raw data.xlsx:FDR,fructose-1-6-bisphosphate,KO_or_PH_vs_WT_or_control,down,-0.30890693664768,16443185.11,13273812.91,0.320405563042462,0.632416981386747,0.3703783287910919
Figure6D+F raw data.xlsx:FDR,adenine,KO_or_PH_vs_WT_or_control,up,0.295340658404339,554225.676,680131.734,0.306545557230316,0.588295584270074,0.3633884489671734
Figure6D+F raw data.xlsx:FDR,C16:2,KO_or_PH_vs_WT_or_control,down,-0.271741380592062,21156234.1,17524113.5,0.201342294079469,0.476740307750501,0.3591655087224343
Figure6D+F raw data.xlsx:FDR,LysoPC(14:1),KO_or_PH_vs_WT_or_control,up,0.248190075998531,207743.886,246740.766,0.181072058143671,0.432339529734835,0.33857471036990067
Figure6D+F raw data.xlsx:FDR,LysoPI(18:1),KO_or_PH_vs_WT_or_control,down,-0.263312021455363,1353006.796,1127288.72,0.269682553412476,0.548175807200232,0.33205755962098926
Figure6D+F raw data.xlsx:FDR,PE(18:1/18:2),KO_or_PH_vs_WT_or_control,up,0.236777111161637,803912.152,947295.788,0.101293357274748,0.397574832189961,0.3316255505207761
Figure6D+F raw data.xlsx:FDR,PA(18:2/16:0),KO_or_PH_vs_WT_or_control,up,0.275506910849521,228066.842,276056.51,0.371027125048809,0.628654637119836,0.3310457640045101
Figure6D+F raw data.xlsx:FDR,Cyclic-ADP-ribose,KO_or_PH_vs_WT_or_control,up,0.300523027750638,401116.888,494011.88,0.596653782818872,0.805735114622182,0.32871440449176836
Figure6D+F raw data.xlsx:FDR,sn-glycero-3-phospho-1-Inositol,KO_or_PH_vs_WT_or_control,down,-0.245539271503425,268072.756,226119.488,0.170571269911051,0.480096670399105,0.3237855918205057
Figure6D+F raw data.xlsx:FDR,Phosphonoacetaldehyde,KO_or_PH_vs_WT_or_control,down,-0.279316957721938,184293.292,151854.178,0.449743178507948,0.730845037790095,0.3173528599227466
Figure6D+F raw data.xlsx:FDR,PE(18:1/22:6),KO_or_PH_vs_WT_or_control,up,0.238623061482446,4003117.1,4723141.9,0.17539550168158,0.480096670399105,0.31466538411977396
Figure6D+F raw data.xlsx:FDR,ADP,KO_or_PH_vs_WT_or_control,up,0.270808714887848,4493179.89,5420949.39,0.509207310175656,0.717562215176067,0.3098432016923833
Figure6D+F raw data.xlsx:FDR,Methyl-Histidine,KO_or_PH_vs_WT_or_control,down,-0.264779582881521,136353.274,113490.36,0.365438955632801,0.707022786809985,0.3046465415114227
Figure6D+F raw data.xlsx:FDR,S-Adenosylmethionine,KO_or_PH_vs_WT_or_control,down,-0.176703048267419,2037843.786,1802926.29,0.0413028527459309,0.191962379618787,0.3033609439415125
Figure6D+F raw data.xlsx:FDR,GDP-glucose,KO_or_PH_vs_WT_or_control,up,0.238059163398211,633298.074,746914.888,0.305482442695349,0.630501066861818,0.28574578813144885
Figure6D+F raw data.xlsx:FDR,O-Phosphorylethanolamine,KO_or_PH_vs_WT_or_control,up,0.188915386736895,20529485.96,23401692.76,0.0904835568583146,0.327295820255419,0.28055059748357836
Figure6D+F raw data.xlsx:FDR,LysoPI(16:0),KO_or_PH_vs_WT_or_control,down,-0.234200752313682,3592212.02,3053940.07,0.340616855107061,0.644021821505966,0.2789563795684119
Figure6D+F raw data.xlsx:FDR,PG(18:1/22:4),KO_or_PH_vs_WT_or_control,down,-0.202822283254773,985675.914,856403.736,0.164360204782544,0.443250354608376,0.27448972126295834
Figure6D+F raw data.xlsx:FDR,PS(18:0/20:4),KO_or_PH_vs_WT_or_control,up,0.239558122433527,3851144.15,4546780.15,0.439552081643377,0.728141032368221,0.2725655173077623
sFig6A Raw data.xlsx,Messagenin isomer,PH-CD41_vs_Control-CD41,up,0.01604745523008916,111975.42,113227.90333333334,,,0.2694188442717518
Figure6D+F raw data.xlsx:FDR,inosine,KO_or_PH_vs_WT_or_control,up,0.212427818851756,49402915.2,57240012.8,0.246230503538611,0.540038024399426,0.26926833271883277
Figure6D+F raw data.xlsx:FDR,C24:1,KO_or_PH_vs_WT_or_control,down,-0.223643555564825,10520567.54,9009812.44,0.37142554490071,0.675826267327475,0.2616998461054206
Figure6D+F raw data.xlsx:FDR,octulose-8-phosphate,KO_or_PH_vs_WT_or_control,up,0.201416307967034,344646.738,396283.986,0.206859585165995,0.506220366096523,0.2609671314136743
Figure6D+F raw data.xlsx:FDR,PA(18:0/18:2),KO_or_PH_vs_WT_or_control,down,-0.239525500087917,6196334.25,5248442.9,0.480397778475645,0.822872170713088,0.2598055553396179
Figure6D+F raw data.xlsx:FDR,Trimethylamine N-oxide (TMAO),KO_or_PH_vs_WT_or_control,down,-0.214941142219114,140889655.0,121387893.382,0.631981148891524,0.668249306985496,0.25256905732522605
Figure6D+F raw data.xlsx:FDR,Glycerophosphocholine,KO_or_PH_vs_WT_or_control,down,-0.187300611588262,2750323981.0,2415465024.2,0.180299567497819,0.476740307750501,0.24755861362944115
Figure6D+F raw data.xlsx:FDR,hydroxyproline,KO_or_PH_vs_WT_or_control,down,-0.227989395506625,999470.846,853372.186,0.427514690444006,0.850973592546987,0.24396778532195385
Figure6D+F raw data.xlsx:FDR,citrate/isocitrate,KO_or_PH_vs_WT_or_control,down,-0.200448499876163,61547029.44,53563147.04,0.261987162088592,0.640453349440247,0.23923778995490436
Figure6D+F raw data.xlsx:FDR,PA(18:1/16:0),KO_or_PH_vs_WT_or_control,down,-0.215659899858376,5853880.55,5041081.95,0.491605957752218,0.821909219136425,0.2340289794408564
Figure6D+F raw data.xlsx:FDR,r5p,KO_or_PH_vs_WT_or_control,up,0.184567265008202,11204177.9,12733279.7,0.236949714726865,0.548175807200232,0.23275411151303405
Figure6D+F raw data.xlsx:FDR,N-acetyl-glucosamine-6-Phosphate,KO_or_PH_vs_WT_or_control,down,-0.18775768711219,1371291.324,1203951.612,0.378010956809066,0.628654637119836,0.22560736057805778
Figure6D+F raw data.xlsx:FDR,Muramic acid,KO_or_PH_vs_WT_or_control,down,-0.184851824506527,343761.858,302420.86,0.337030663639096,0.630501066861818,0.22188026508687117
sFig6A Raw data.xlsx,C22:6,PH-mk_vs_Control-mk,up,0.009045400814987838,17811936.0,17923964.0,,,0.2179524284916711
Figure6D+F raw data.xlsx:FDR,hexose-phosphate,KO_or_PH_vs_WT_or_control,down,-0.171036883023825,22428881.0,19921423.8,0.224315197004035,0.540038024399426,0.21680218991181666
sFig6A Raw data.xlsx,Saringosterol isomer,PH-CD41_vs_Control-CD41,up,0.009651141889883651,5624504.5,5662256.666666667,,,0.21650354457744161
Figure6D+F raw data.xlsx:FDR,ATP,KO_or_PH_vs_WT_or_control,up,0.202700235191344,252509.14,290600.23,0.713942022481807,0.880590603829411,0.21389454883415412
Figure6D+F raw data.xlsx:FDR,Glycerylphosphorylethanolamine,KO_or_PH_vs_WT_or_control,down,-0.164187559485596,66312972.8,59179748.8,0.175895016605522,0.498990526330785,0.21375704788429678
Figure6D+F raw data.xlsx:FDR,6-Aminopenicillanate,KO_or_PH_vs_WT_or_control,down,-0.176045615145579,76730.374,67916.032,0.666588474886833,0.668249306985496,0.20686442160166588
sFig6A Raw data.xlsx,DAG(15:1/22:4),PH-CD41_vs_Control-CD41,down,-0.01085402096150126,397449.72,394470.75333333336,,,0.20188931021304438
Figure6D+F raw data.xlsx:FDR,a-ketoglutarate,KO_or_PH_vs_WT_or_control,down,-0.173186208359741,312346.738,277014.646,0.40116698177647,0.707022786809985,0.19926226501338712
Figure6D+F raw data.xlsx:FDR,PG(18:1/16:0),KO_or_PH_vs_WT_or_control,down,-0.165181525219118,39565705.64,35285341.24,0.471286073375704,0.757213022735028,0.1851324678989057
Figure6D+F raw data.xlsx:FDR,PE(P-16:0/20:4),KO_or_PH_vs_WT_or_control,up,0.147283800928945,8757376.13,9698640.13,0.281304657131667,0.607638487487501,0.17914934731793553
Figure6D+F raw data.xlsx:FDR,LysoPE(16:1),KO_or_PH_vs_WT_or_control,down,-0.175543829230696,1039457.696,920370.862,0.6020405968373,0.978175839792673,0.17722607770588064
Figure6D+F raw data.xlsx:FDR,UMP,KO_or_PH_vs_WT_or_control,down,-0.15284572866683,15477549.97,13921661.37,0.406084753833756,0.707022786809985,0.17585918867459918
Figure6D+F raw data.xlsx:FDR,C16:1,KO_or_PH_vs_WT_or_control,up,0.140625932932092,441426819.5,486621552.3,0.303396985858466,0.606370101290661,0.17117863543789946
Figure6D+F raw data.xlsx:FDR,Tricarballylic acid,KO_or_PH_vs_WT_or_control,up,0.143231048032165,11131930.23,12293833.23,0.536040379289027,0.717562215176067,0.16387643404467467
Figure6D+F raw data.xlsx:FDR,glutathione disulfide,KO_or_PH_vs_WT_or_control,up,0.132823199378356,45861673.64,50284445.64,0.308185300712802,0.628654637119836,0.15959874610821465
sFig6A Raw data.xlsx,citrulline,PH-CD41_vs_Control-CD41,up,0.00930203894980579,133838.07333333333,134703.80666666667,,,0.1585015513604045
Figure6D+F raw data.xlsx:FDR,lysoPE(16:0),KO_or_PH_vs_WT_or_control,up,0.131643025892163,7701123.5,8436893.9,0.379298683479239,0.630501066861818,0.1580129899164702
Figure6D+F raw data.xlsx:FDR,LysoPI(18:0),KO_or_PH_vs_WT_or_control,down,-0.142930353259781,3487277.28,3158349.28,0.52855497479704,0.805735114622182,0.15633832224854277
Figure6D+F raw data.xlsx:FDR,ADP-D-glucose,KO_or_PH_vs_WT_or_control,down,-0.143185541067004,554312.288,501939.488,0.581320498032775,0.850973592546987,0.15322054460742476
Figure6D+F raw data.xlsx:FDR,Cysteine-glutathione disulphide,KO_or_PH_vs_WT_or_control,up,0.125138417810296,3574011.66,3897861.31,0.378410133854304,0.640453349440247,0.14935426572852498
Figure6D+F raw data.xlsx:FDR,C14:0(Myristic acid),KO_or_PH_vs_WT_or_control,up,0.136064142037752,93659892.1,102923143.3,0.537018558792072,0.805735114622182,0.14882800748212574
Figure6D+F raw data.xlsx:FDR,UDP-D-glucose,KO_or_PH_vs_WT_or_control,up,0.135046885056124,6693717.9,7350562.4,0.604969429528235,0.805735114622182,0.14771532395356632
Figure6D+F raw data.xlsx:FDR,PE(18:0/22:6),KO_or_PH_vs_WT_or_control,down,-0.122930858616342,2114355.894,1941655.668,0.346560598284619,0.630501066861818,0.14755565204706728
Figure6D+F raw data.xlsx:FDR,6-phosphogluconate,KO_or_PH_vs_WT_or_control,down,-0.136384859668042,107494.454,97798.034,0.677631297548527,0.834780558156406,0.1470812069950145
Figure6D+F raw data.xlsx:FDR,UDP-glucuronate,KO_or_PH_vs_WT_or_control,up,0.136794817149135,1111585.85,1222143.924,0.663734206935809,0.896668265690291,0.14327454143986618
Figure6D+F raw data.xlsx:FDR,shikimate-3-phosphate,KO_or_PH_vs_WT_or_control,down,-0.120676471040475,584364.194,537472.638,0.509772200758437,0.728141032368221,0.1373038176367794
Figure6D+F raw data.xlsx:FDR,C20:1,KO_or_PH_vs_WT_or_control,down,-0.119915424228259,68824557.4,63335220.6,0.443171352673486,0.717562215176067,0.1372000860111589
Figure6D+F raw data.xlsx:FDR,PE(P-18:1/20:4),KO_or_PH_vs_WT_or_control,down,-0.124488448507087,15721307.0,14421614.8,0.58132907531304,0.805735114622182,0.136166424661028
Figure6D+F raw data.xlsx:FDR,Linoleoyl carnitine C18:2,KO_or_PH_vs_WT_or_control,up,0.118632316456075,7270522.5,7893643.5,0.587513222923989,0.7208161699088,0.13549892293101448
Figure6D+F raw data.xlsx:FDR,Hydroxyhexanoycarnitine,KO_or_PH_vs_WT_or_control,down,-0.131752053670767,622168.572,567867.154,0.787492876449847,0.978175839792673,0.13301464257726064
Figure6D+F raw data.xlsx:FDR,CDP-ethanolamine,KO_or_PH_vs_WT_or_control,down,-0.120305816465293,3526018.2,3243910.7,0.556078213764996,0.834780558156406,0.12974112183203168
Figure6D+F raw data.xlsx:FDR,hypoxanthine,KO_or_PH_vs_WT_or_control,up,0.127452851964927,1306128.074,1426766.474,0.748017068100004,0.978175839792673,0.12867424132857228
Figure6D+F raw data.xlsx:FDR,uridine,KO_or_PH_vs_WT_or_control,down,-0.116816706692283,17482692.95,16122893.95,0.561109277560416,0.83327988226327,0.12606965326193753
Figure6D+F raw data.xlsx:FDR,aspartate,KO_or_PH_vs_WT_or_control,up,0.11405539752318,23639564.85,25584302.05,0.532038467384947,0.80032795639653,0.12508820565343767
sFig6A Raw data.xlsx,Sphingosine-1-phosphate,PH-mk_vs_Control-mk,down,-0.007123847184189749,159239.52666666664,158455.16,,,0.12310612052554601
Figure6D+F raw data.xlsx:FDR,3-phosphoglycerate,KO_or_PH_vs_WT_or_control,down,-0.110599875601074,731282.018,677315.5,0.690765175778217,0.805735114622182,0.12097499654914055
Figure6D+F raw data.xlsx:FDR,octenoylcarnitine,KO_or_PH_vs_WT_or_control,down,-0.112072251918658,468534.42,433515.262,0.703351913922805,0.87367768405871,0.11864515020220232
Figure6D+F raw data.xlsx:FDR,2-Methylbutyroylcarnitine,KO_or_PH_vs_WT_or_control,up,0.101825505800067,14231378.68,15272126.28,0.575633600326628,0.717562215176067,0.1165026788155806
Figure6D+F raw data.xlsx:FDR,PG(18:2/18:2),KO_or_PH_vs_WT_or_control,down,-0.104624261564104,26326575.55,24484956.15,0.656156196855499,0.805735114622182,0.11443882384937287
Figure6D+F raw data.xlsx:FDR,C14:2,KO_or_PH_vs_WT_or_control,up,0.106066857575462,1064168.498,1145353.914,0.847532952857685,0.978175839792673,0.10708330349786156
Figure6D+F raw data.xlsx:FDR,Lipoic acid,KO_or_PH_vs_WT_or_control,up,0.0988520185818007,1554203.924,1664429.574,0.690708533048908,0.850973592546987,0.10577995522298647
Figure6D+F raw data.xlsx:FDR,(R)-(-) Citramalic acid,KO_or_PH_vs_WT_or_control,down,-0.0963005334005752,2862470.324,2677636.65,0.63320920946031,0.850973592546987,0.10304965196672261
Figure6D+F raw data.xlsx:FDR,LysoPE(18:1),KO_or_PH_vs_WT_or_control,up,0.0849706925067533,5911752.07,6270395.57,0.336899959740298,0.630247626298318,0.10200636309634935
Figure6D+F raw data.xlsx:FDR,Oxalic acid,KO_or_PH_vs_WT_or_control,down,-0.0948459709783862,756753.5,708602.95,0.666237735988951,0.866369350140231,0.10075458287347691
sFig6A Raw data.xlsx,C19:1,PH-CD41_vs_Control-CD41,up,0.00507074011976815,689076.6466666666,691502.8533333334,,,0.09836920313204654
Figure6D+F raw data.xlsx:FDR,CMP,KO_or_PH_vs_WT_or_control,down,-0.0899699453412622,7912416.0,7434049.7,0.640599371630079,0.850973592546987,0.09627539150086106
sFig6A Raw data.xlsx,C20:1,PH-CD41_vs_Control-CD41,up,0.004386197923888932,3591023.6666666665,3601958.0,,,0.09553292739421443
Figure6D+F raw data.xlsx:FDR,C18:2,KO_or_PH_vs_WT_or_control,up,0.0820950088731073,1567652923.4,1659445435.4,0.615595562555497,0.805735114622182,0.08979615357749443
Figure6D+F raw data.xlsx:FDR,taurine,KO_or_PH_vs_WT_or_control,down,-0.0768398114269924,521296348.7,494257871.9,0.397899245086547,0.700501511334954,0.08871854882822246
Figure6D+F raw data.xlsx:FDR,C20:4,KO_or_PH_vs_WT_or_control,down,-0.0765735344568332,2011297588.8,1907328078.4,0.493252644922965,0.724485067159974,0.0872915750808149
Figure6D+F raw data.xlsx:FDR,LysoPE(18:0),KO_or_PH_vs_WT_or_control,up,0.0712450417331237,38671530.4,40629198.4,0.339892763007822,0.630501066861818,0.08551643343564898
Figure6D+F raw data.xlsx:FDR,PG(20:4/16:1),KO_or_PH_vs_WT_or_control,up,0.0766511469022057,3848299.4,4058290.65,0.622674342208617,0.821909219136425,0.08317999634737216
Figure6D+F raw data.xlsx:FDR,Acetylcholine,KO_or_PH_vs_WT_or_control,down,-0.0800228604437267,209504485.4,198200179.8,0.725992981840591,0.978175839792673,0.08078972496725523
Figure6D+F raw data.xlsx:FDR,PE(16:1/18:2),KO_or_PH_vs_WT_or_control,down,-0.0785208215204473,353392.784,334672.906,0.773436579712688,0.983509881078696,0.07908784176755135
Figure6D+F raw data.xlsx:FDR,PE(16:1/20:4),KO_or_PH_vs_WT_or_control,down,-0.0719642273946492,710135.112,675581.262,0.654930636458333,0.834780558156406,0.0776082143680124
Figure6D+F raw data.xlsx:FDR,PE(18:0/20:4),KO_or_PH_vs_WT_or_control,up,0.0686779554930632,4202519.44,4407414.09,0.622309306684137,0.817416815567833,0.07469115226071657
Figure6D+F raw data.xlsx:FDR,PG(20:4/18:1),KO_or_PH_vs_WT_or_control,down,-0.0685851064904126,9987131.8,9523456.6,0.798485169370433,0.896668265690291,0.07183385954824088
Figure6D+F raw data.xlsx:FDR,UDP-N-acetyl-glucosamine,KO_or_PH_vs_WT_or_control,down,-0.0636078312727607,6555884.27,6273117.37,0.746468711975361,0.921938723071919,0.0658530569070229
Figure6D+F raw data.xlsx:FDR,L-Carnitine,KO_or_PH_vs_WT_or_control,up,0.0536433368243349,1708846551.0,1773582192.6,0.393959824501567,0.644021821505966,0.06389454722349809
Figure6D+F raw data.xlsx:FDR,AMP,KO_or_PH_vs_WT_or_control,up,0.0577886682374575,71126334.276,74033204.67,0.776631292251932,0.850973592546987,0.06183872445149741
Figure6D+F raw data.xlsx:FDR,LysoPE(18:2),KO_or_PH_vs_WT_or_control,up,0.052733831765525,1361951.536,1412655.026,0.740964871449439,0.852889535514121,0.05637811996828207
Figure6D+F raw data.xlsx:FDR,stearoylcarnitine,KO_or_PH_vs_WT_or_control,up,0.0502750237769837,5688667.0,5890400.2,0.92373234043507,0.760054673829682,0.05626555258198178
Figure6D+F raw data.xlsx:FDR,sedoheptoluse-7-phosphate,KO_or_PH_vs_WT_or_control,down,-0.0519984032390933,5589059.9,5391203.0,0.798614981313494,0.921938723071919,0.05383383993858521
Figure6D+F raw data.xlsx:FDR,C18:0,KO_or_PH_vs_WT_or_control,up,0.0476462782272166,194444558.4,200973480.0,0.885209241985496,0.978175839792673,0.04810287575757253
Figure6D+F raw data.xlsx:FDR,S-Adenosylhomocysteine,KO_or_PH_vs_WT_or_control,down,-0.0412224740019393,559484.868,543724.802,0.55121087844705,0.805735114622182,0.045089459848209966
Figure6D+F raw data.xlsx:FDR,PC(18:2/14:0),KO_or_PH_vs_WT_or_control,up,0.0436972370655637,469027.506,483451.032,0.932233564016373,0.978175839792673,0.04411599066542235
Figure6D+F raw data.xlsx:FDR,PE(16:0/18:2),KO_or_PH_vs_WT_or_control,down,-0.0388002057210265,2500408.58,2434058.18,0.796077155647321,0.927662248588066,0.04006548495947286
sFig6A Raw data.xlsx,3-phosphoglycerate,PH-CD41_vs_Control-CD41,down,-0.001952139074227012,1209604.88,1207969.2466666668,,,0.03944512833258047
Figure6D+F raw data.xlsx:FDR,PE(16:0/20:4),KO_or_PH_vs_WT_or_control,down,-0.0354514076950994,4229902.77,4127227.87,0.659389660534388,0.84793001862859,0.037991146168794135
Figure6D+F raw data.xlsx:FDR,PE(16:1/16:1),KO_or_PH_vs_WT_or_control,up,0.0354914623530544,323277.168,331328.678,0.917784518640538,0.850973592546987,0.03797884304605989
Figure6D+F raw data.xlsx:FDR,Myristoleic acid C14:1,KO_or_PH_vs_WT_or_control,up,0.0356662258186233,7229477.83,7410432.13,0.913205552405096,0.978175839792673,0.03600801769055586
Figure6D+F raw data.xlsx:FDR,Guanosine,KO_or_PH_vs_WT_or_control,up,0.0343112055246299,934563.738,957056.612,0.88584090825316,0.927662248588066,0.03543009794258566
Figure6D+F raw data.xlsx:FDR,Cholesteryl sulfate,KO_or_PH_vs_WT_or_control,up,0.0309592986563723,30535692.76,31198050.36,0.828513527887251,0.887501172003728,0.032563952069894035
Figure6D+F raw data.xlsx:FDR,GMP,KO_or_PH_vs_WT_or_control,up,0.0269933721712566,36073673.3,36754979.3,0.774868544975722,0.851128454902164,0.028883040218704054
Figure6D+F raw data.xlsx:FDR,UDP,KO_or_PH_vs_WT_or_control,up,0.0272756051474469,276635.492,281915.318,0.914712642267994,0.983509881078696,0.02747256972411769
Figure6D+F raw data.xlsx:FDR,Pyrazinemethanethiol,KO_or_PH_vs_WT_or_control,up,0.0263979934382073,520837.312,530455.158,0.937788885218884,0.921938723071919,0.02732978831903559
Figure6D+F raw data.xlsx:FDR,PS(18:0/18:0),KO_or_PH_vs_WT_or_control,down,-0.0266171842717969,53062957.43,52092941.43,0.807808536281432,0.960297290086713,0.0270854949090032
Figure6D+F raw data.xlsx:FDR,Pyruvaldehyde,KO_or_PH_vs_WT_or_control,down,-0.0245973126933434,11334278.83,11142672.43,0.834234848104491,0.927662248588066,0.025399433931984017
Figure6D+F raw data.xlsx:FDR,2-aminobutyrate,KO_or_PH_vs_WT_or_control,up,0.0231987015224345,3416024.074,3471398.15,0.918397505224112,0.903427279684022,0.02422192200423784
Figure6D+F raw data.xlsx:FDR,LysoPE(20:4),KO_or_PH_vs_WT_or_control,down,-0.0232788711797017,1816258.57,1787187.17,0.892345867299324,0.960297290086713,0.023688446545912047
Figure6D+F raw data.xlsx:FDR,LysoPE(22:4),KO_or_PH_vs_WT_or_control,down,-0.0218673162649133,1120700.762,1103842.088,0.901741566215478,0.921938723071919,0.022639187558873407
Figure6D+F raw data.xlsx:FDR,Choline,KO_or_PH_vs_WT_or_control,down,-0.0199178722270212,1412613018.4,1393244468.0,0.75418867089887,0.877246248285761,0.02105077053315961
Figure6D+F raw data.xlsx:FDR,PG(20:4/18:2),KO_or_PH_vs_WT_or_control,up,0.0197219361824672,43353110.4,43949825.6,0.944721791877242,0.980923448039088,0.01988690788983779
Figure6D+F raw data.xlsx:FDR,Pantetheine,KO_or_PH_vs_WT_or_control,up,0.0189965261689868,1902387.974,1927603.1,0.933840592824015,0.960297290086713,0.019330756686537477
Figure6D+F raw data.xlsx:FDR,PE(18:0/18:2),KO_or_PH_vs_WT_or_control,up,0.0179987133537354,2391837.57,2421864.47,0.856375710457539,0.921938723071919,0.018634030920722622
Figure6D+F raw data.xlsx:FDR,Glycerol 3-phosphate,KO_or_PH_vs_WT_or_control,down,-0.0183392558411696,17428066.2,17207926.2,0.932046197489743,0.978175839792673,0.01851500217933501
Figure6D+F raw data.xlsx:FDR,PE(18:1/16:0),KO_or_PH_vs_WT_or_control,up,0.0167061180917066,4402102.85,4453374.6,0.894995293996122,0.954490678555572,0.017044054602616557
Figure6D+F raw data.xlsx:FDR,C16:0,KO_or_PH_vs_WT_or_control,up,0.0140876362082009,949203480.0,958517668.8,0.895519238879298,0.978175839792673,0.014222638985763973
Figure6D+F raw data.xlsx:FDR,IMP,KO_or_PH_vs_WT_or_control,down,-0.013262446885456,15227092.71,15087754.11,0.966373872184288,0.984675272884982,0.013351397691315516
Figure6D+F raw data.xlsx:FDR,LysoPC(14:0),KO_or_PH_vs_WT_or_control,down,-0.00979989447120836,495003.766,491652.714,0.940955203932521,0.980923448039088,0.00988186945114994
Figure6D+F raw data.xlsx:FDR,glutamate,KO_or_PH_vs_WT_or_control,down,-0.00794238427300477,51201184.31,50920083.91,0.970904868032265,0.960297290086713,0.008082124938352656
Figure6D+F raw data.xlsx:FDR,PG(18:1/18:2),KO_or_PH_vs_WT_or_control,down,-0.00446987178687324,15973315.2,15923902.0,0.953125323750861,0.978175839792673,0.004512706872735793
